"DRH ID code","Outcome","MolecularWeight","MonoisotopicMass","ExactMass","XLogP","TPSA","Complexity","Charge","HBondDonorCount","HBondAcceptorCount","RotatableBondCount","HeavyAtomCount","IsotopeAtomCount","AtomStereoCount","DefinedAtomStereoCount","UndefinedAtomStereoCount","BondStereoCount","DefinedBondStereoCount","UndefinedBondStereoCount","CovalentUnitCount","Volume3D","XStericQuadrupole3D","YStericQuadrupole3D","ZStericQuadrupole3D","FeatureCount3D","FeatureAcceptorCount3D","FeatureDonorCount3D","FeatureAnionCount3D","FeatureCationCount3D","FeatureRingCount3D","FeatureHydrophobeCount3D","ConformerModelRMSD3D","EffectiveRotorCount3D","ConformerCount3D"
"BRD-K00003144","Low","387.4","387.11652417","387.11652417","4","109","588","0","2","8","6","27","0","1","1","0","0","0","0","1","292","8.33","5.15","1.46","7","2","1","0","1","3","0","1.2","6","10"
"BRD-K00005264","Low","672.3","671.17916","671.17916","6.8","138","1060","0","1","7","1","46","0","0","0","0","0","0","0","1","508","13.59","6.5","2.97","13","5","0","1","1","6","0","0.8","2.8","7"
"BRD-A01098288","Low","582.6","582.24783482","582.24783482","6","140","1080","0","2","9","10","43","0","1","1","0","0","0","0","1","450.7","15.27","4.49","3.46","16","4","2","1","3","5","1","1.2","12.2","10"
"BRD-K68770713","Low","370.8","370.0073437","370.0073437","1.5","163","504","0","3","8","5","23","0","0","0","0","0","0","0","1","251.6","11.72","3.71","0.91","9","2","2","0","2","3","0","0.8","5","10"
"BRD-K00003495","Low","571.6","571.12247758","571.12247758","3.8","123","1090","0","0","12","6","40","0","2","2","0","0","0","0","1","411.4","13.69","4.85","1.93","10","4","0","0","0","6","0","1","7.6","10"
"BRD-K55160477","Low","167.3","166.98634151","166.98634151","2.4","69.4","158","0","1","2","0","10","0","0","0","0","0","0","0","1","122.7","4.76","1.58","0.63","3","1","0","0","0","2","0","0.4","0","1"
"BRD-K68804560","Low","307.4","307.193614421","307.193614421","4.5","12.5","340","0","0","2","4","23","0","2","2","0","0","0","0","1","253.7","9.26","4.23","1.41","5","1","0","0","1","3","0","0.8","5.2","10"
"BRD-K98624455","Low","388.9","388.1553704","388.1553704","1","62.7","449","0","1","5","8","27","0","1","1","0","0","0","0","1","300","15.72","5.39","1.3","9","4","0","1","1","3","0","1","9.2","10"
"BRD-K00004736","Low","518.6","518.26798174","518.26798174","3.4","107","1060","0","1","8","9","37","0","8","8","0","0","0","0","1","394.7","15.57","3.63","2.51","12","5","1","0","0","4","2","1.2","10.4","4"
"BRD-K58148589","Low","504.6","504.25233168","504.25233168","3.6","107","1050","0","1","8","8","36","0","8","8","0","0","0","0","1","382","15.12","3.79","2.35","12","5","1","0","0","4","2","1","9.4","7"
"BRD-K00003637","Low","161.22","161.129002789","161.129002789","0","52.3","140","1","1","2","4","11","0","1","1","0","0","0","0","1","130.2","4.47","1.61","1.06","3","1","1","0","1","0","0","0.6","4","3"
"BRD-K29415052","Low","534.5","534.19910855","534.19910855","4","73.8","873","0","1","9","4","39","0","0","0","0","0","0","0","1","395.1","11.19","7.98","1.42","11","2","1","0","2","6","0","1","6.2","10"
"BRD-K04623885","Low","331.4","331.1208434","331.1208434","5.1","66.4","527","0","2","3","4","25","0","0","0","0","1","1","0","1","265.1","18.9","2.75","1.07","9","3","1","1","0","3","1","0.8","5","10"
"BRD-A29485665","Low","430.4","430.06104075","430.06104075","2.3","116","750","0","2","9","5","29","0","1","0","1","0","0","0","1","302.2","15.69","4.05","1.59","9","5","2","0","0","2","0","0.8","7","10"
"BRD-K00004300","Low","342.4","342.20557608","342.20557608","2.5","55.9","538","0","1","3","2","25","0","2","2","0","0","0","0","1","267.8","14.64","3.16","1.03","8","2","1","0","1","3","1","0.8","5.2","10"
"BRD-A75817871","Low","292.3","292.121177757","292.121177757","2.4","52.9","497","0","1","3","1","22","0","1","1","0","0","0","0","1","228.3","10.44","3.01","0.79","8","2","1","0","1","4","0","0.6","1.6","1"
"BRD-K61295575","No-Effect","292.3","292.121177757","292.121177757","2.4","52.9","497","0","1","3","1","22","0","1","1","0","0","0","0","1","228.3","10.44","3.01","0.79","8","2","1","0","1","4","0","0.6","1.6","1"
"BRD-K22000702","Low","559.7","559.31585481","559.31585481","2.7","120","862","0","2","6","12","41","0","2","2","0","0","0","0","1","443.3","20.29","5.05","2.56","13","4","2","0","2","4","1","1.4","15.2","10"
"BRD-K56115039","Low","197.24","197.095297364","197.095297364","1.4","37.3","262","0","1","2","1","15","0","0","0","0","0","0","0","1","155.6","8.42","1.66","0.6","6","1","1","0","1","3","0","0.6","1.6","2"
"BRD-K23248433","Low","424.6","424.26383985","424.26383985","3.3","47.6","560","0","2","5","6","31","0","1","1","0","0","0","0","1","337.5","34.35","2.48","1.2","10","1","2","0","3","4","0","1.4","9.4","10"
"BRD-A37348498","Low","1109.3","1108.57191383","1108.57191383","1.8","364","2130","0","11","20","10","79","0","17","17","0","7","7","0","1","","","","","","","","","","","","","","0"
"BRD-K50168500","Low","485.9","485.1629955","485.1629955","3.9","88.6","671","0","2","8","9","34","0","0","0","0","0","0","0","1","362.8","25.82","4.16","2.26","13","3","2","0","3","4","1","1.2","11.2","10"
"BRD-K00005140","Low","652.7","652.3517398","652.3517398","-6.7","358","1230","0","13","11","9","46","0","6","6","0","1","1","0","1","476.5","10.71","6.85","4.54","25","7","13","0","4","1","0","1.4","13.8","10"
"BRD-K35170555","Low","144.21","144.115029749","144.115029749","3","37.3","89","0","1","2","6","10","0","0","0","0","0","0","0","1","125.3","11.15","0.92","0.6","6","2","0","1","0","0","3","0.6","6","10"
"BRD-A13078313","Low","378.4","378.08855747","378.08855747","1.1","149","645","0","3","7","5","26","0","4","4","0","0","0","0","1","277.9","10.55","3.16","1.74","13","6","1","3","0","2","1","0.8","6.8","10"
"BRD-K01826745","Low","290.79","290.1185909","290.1185909","2.9","25.4","267","0","0","3","6","20","0","1","1","0","0","0","0","1","229.9","9.54","4.01","1.28","5","2","0","0","1","2","0","0.8","6","10"
"BRD-A17411484","Low","273.71","273.0556563","273.0556563","4","53.1","362","0","2","2","2","19","0","1","1","0","0","0","0","1","205.3","11.55","1.65","0.96","9","2","1","1","1","3","1","0.6","2","6"
"BRD-A47940219","Low","351.01","348.91132","350.90927","3.6","20.3","279","0","0","2","0","16","0","1","1","0","0","0","0","1","193.4","5.7","3.28","0.8","5","1","0","0","0","2","2","0.6","1.8","2"
"BRD-K34058848","Low","542.6","542.03482507","542.03482507","-1.9","264","999","0","4","13","9","35","0","3","3","0","0","0","0","1","373.2","19.53","4.92","2.19","17","8","2","2","1","4","0","1","10.6","10"
"BRD-K72339976","Low","522.6","522.1103728","522.1103728","-2","251","1020","0","5","13","9","35","0","2","2","0","1","1","0","1","371.5","18.84","4.77","1.62","17","6","4","1","2","4","0","1","10.6","10"
"BRD-K56542719","Low","515.6","515.1171352","515.1171352","0.3","205","961","1","3","10","7","35","0","2","2","0","1","1","0","1","374.4","20.61","3.37","2.54","14","5","2","1","1","5","0","1","9.2","10"
"BRD-K01826520","Low","388.9","388.1553704","388.1553704","1.7","53","443","0","1","5","8","27","0","1","1","0","0","0","0","1","299.9","19.01","4.68","1.06","9","3","0","1","2","3","0","1","9.2","10"
"BRD-K00003409","Low","498.6","498.23793884","498.23793884","3.6","114","805","0","3","7","8","37","0","0","0","0","0","0","0","1","387.5","25.32","4.41","1.38","13","4","3","0","1","5","0","1.2","10.4","10"
"BRD-A90272038","Low","209.14","209.04530948","209.04530948","-4.1","121","268","0","4","6","4","13","0","1","1","0","1","1","0","1","148.9","5.58","1.59","1.28","10","5","1","2","1","0","1","0.6","4","10"
"BRD-K02241333","Low","419.9","419.151288","419.151288","3.5","73","720","0","3","4","3","30","0","1","1","0","0","0","0","1","311.2","10.4","5.36","1.16","12","1","3","0","3","5","0","0.8","4.2","10"
"BRD-A50016482","Low","286.37","286.168127949","286.168127949","1.7","41.6","433","0","1","4","4","21","0","1","1","0","0","0","0","1","230.2","14.18","2.11","0.91","7","1","1","0","2","3","0","0.8","4.8","10"
"BRD-K01423020","Low","577.9","576.078934","576.078934","","76.2","1080","0","0","4","0","41","0","0","0","0","0","0","0","2","","","","","","","","","","","","","","0"
"BRD-K95362002","Low","436.5","436.26857026","436.26857026","1.6","110","713","0","2","5","7","31","0","2","2","0","0","0","0","1","338.8","6.49","4.58","3.9","9","4","1","0","0","3","1","1","11.8","10"
"BRD-K01767299","Low","270.33","270.136827821","270.136827821","2.5","55","322","0","1","3","7","20","0","0","0","0","0","0","0","1","220.2","21.03","1.59","0.97","6","2","1","0","1","2","0","0.8","7.6","10"
"BRD-A15687940","Low","289.8","289.123342","289.123342","3.6","23.5","291","0","1","2","5","20","0","1","1","0","0","0","0","1","228.5","5.86","4.21","1.4","5","1","1","0","1","2","0","0.8","5","10"
"BRD-K02900412","Low","365.3","364.1360708","364.1360708","8.1","20.2","401","0","1","1","5","24","0","0","0","0","0","0","0","1","286.8","7.73","4.22","1.71","5","0","1","0","0","2","2","0.8","5","10"
"BRD-A80908310","Low","329.9","329.1546421","329.1546421","4.8","12.5","318","0","0","2","6","23","0","1","1","0","0","0","0","1","263.4","13.83","3.88","1.36","5","1","0","0","1","3","0","0.8","7.2","10"
"BRD-K24666289","Low","480.5","480.2233514","480.2233514","0.3","140","974","0","2","9","7","35","0","0","0","0","0","0","0","1","354.4","14.75","7.46","1.41","17","6","3","0","3","5","0","1","9.8","10"
"BRD-K41933240","Low","236.35","236.177630004","236.177630004","2.8","29.5","362","0","1","2","1","17","0","5","5","0","0","0","0","1","191.4","4.72","2.33","1.44","6","2","1","0","0","2","1","0.6","2.4","1"
"BRD-K42348709","Low","275.4","275.167399674","275.167399674","5.2","3.2","365","0","0","1","3","21","0","0","0","0","0","0","0","1","232.7","5.85","4.31","1.83","4","0","0","0","1","3","0","0.6","3","10"
"BRD-K32372024","Low","324.4","324.04497858","324.04497858","-0.4","183","354","0","4","8","9","20","0","2","2","0","0","0","0","1","233.2","10.34","3.04","1.31","11","6","2","2","0","0","1","1","11","10"
"BRD-K04657451","Low","402.7","402.349780706","402.349780706","10","29.5","448","0","1","2","12","29","0","3","3","0","0","0","0","1","347.4","9.69","5.65","2.18","7","1","1","0","0","2","3","1.6","12.8","10"
"BRD-K45916615","Low","357.4","357.14886967","357.14886967","-0.3","64.1","679","0","1","7","3","26","0","2","2","0","0","0","0","1","269.2","12.14","3.36","0.84","10","3","0","1","3","3","0","0.8","4.6","6"
"BRD-K51579475","Low","305.4","305.177964357","305.177964357","5.1","12.5","337","0","0","2","6","23","0","1","1","0","0","0","0","1","255.9","13.34","2.83","1.32","5","1","0","0","1","3","0","0.8","6","10"
"BRD-K45503887","Low","1046.2","1045.53451475","1045.53451475","-1.7","409","1980","0","13","15","29","75","0","9","9","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K18423410","Low","200.28","200.131348519","200.131348519","3.1","28.7","205","0","1","1","2","15","0","1","1","0","0","0","0","1","168.5","5.75","1.99","1.32","5","0","1","0","1","2","1","0.6","2","10"
"BRD-K51431759","Low","180.16","180.0633881","180.0633881","-2.9","118","138","0","5","6","5","12","0","4","4","0","0","0","0","1","128.9","5.36","1.4","0.98","11","6","5","0","0","0","0","0.6","5","10"
"BRD-K46863940","Low","184.26","184.03467143","184.03467143","4.4","28.2","170","0","0","1","0","13","0","0","0","0","0","0","0","1","146.9","5.66","1.92","0.62","3","0","0","0","0","3","0","0.4","0","1"
"BRD-K50853363","Low","311.4","311.18852904","311.18852904","1.8","61.1","679","0","1","3","1","23","0","4","4","0","0","0","0","1","246.7","10.59","2.08","1.74","8","3","1","0","0","4","0","0.6","2.8","3"
"BRD-K72992801","Low","508.5","508.22725974","508.22725974","3.4","107","1050","0","1","9","8","36","0","8","8","0","0","0","0","1","376.5","15.1","3.13","2.46","11","5","1","0","0","4","1","1","9.4","10"
"BRD-K00003459","Low","456.4","456.14092497","456.14092497","3","98.6","702","0","3","9","6","33","0","0","0","0","0","0","0","1","334.1","11.45","5.03","1.69","11","3","3","0","1","4","0","0.8","6","10"
"BRD-K86301799","Low","504.6","504.31725179","504.31725179","0.7","145","561","0","4","12","12","36","0","0","0","0","0","0","0","1","376.4","9.79","8.4","1.47","14","4","4","0","2","4","0","1.2","14.4","7"
"BRD-A29734509","Low","339.5","339.231062557","339.231062557","3.2","59.2","409","0","1","3","8","25","0","1","0","1","0","0","0","1","271.9","6.77","2.73","2.09","8","2","1","0","1","2","2","0.8","8","6"
"BRD-K54936858","Low","564.7","564.29478501","564.29478501","4.9","101","928","0","1","7","9","41","0","2","2","0","0","0","0","1","436.9","14.82","9.48","1.81","16","6","1","0","1","5","3","1.4","14.4","10"
"BRD-K05680146","Low","266.4","266.15518048","266.15518048","4.7","72","244","0","1","4","12","17","0","0","0","0","0","0","0","1","213.1","32.81","0.87","0.74","5","3","0","1","0","0","1","1.2","12","10"
"BRD-K82928892","Low","412.6","412.334130642","412.334130642","6.3","40.5","712","0","2","2","5","30","0","7","7","0","3","3","0","1","349.5","21.56","4.44","1.05","10","2","2","0","0","3","3","0.8","7","10"
"BRD-K00633793","Low","397.5","397.22530847","397.22530847","4.6","49.3","511","0","0","5","10","29","0","0","0","0","0","0","0","1","321.6","10.23","5.05","2.21","8","5","0","0","0","3","0","1","10.4","10"
"BRD-K09619578","Low","353.8","353.0389609","353.0389609","4.9","74.6","458","0","1","3","3","24","0","0","0","0","0","0","0","1","260.6","10.54","5.12","1.04","7","1","1","0","1","4","0","0.8","4","10"
"BRD-K93468883","Low","416.9","416.1152369","416.1152369","4.1","86.8","668","0","2","5","4","30","0","1","1","0","0","0","0","1","308.5","8.43","5.41","2.26","11","1","2","0","3","5","0","0.8","4","10"
"BRD-K22421059","Low","477.4","475.97585","475.97585","1.5","198","586","0","3","7","9","26","0","0","0","0","0","0","0","1","309","6.1","4.98","2.23","10","3","3","0","1","2","1","1.2","9","10"
"BRD-K29359156","Low","274.19","274.98494","274.98494","","20.3","275","0","0","1","1","16","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","0"
"BRD-K41705163","Low","413.9","413.1618527","413.1618527","3.1","99.1","635","0","2","6","5","29","0","0","0","0","0","0","0","1","316.5","16.76","3.87","1.4","12","4","2","0","2","3","1","0.8","4","10"
"BRD-K00003206","Low","355.4","355.16310214","355.16310214","0","120","414","0","4","8","8","25","0","4","4","0","0","0","0","1","267.3","22.29","2.2","1.12","13","6","4","0","1","2","0","1","9.2","10"
"BRD-K57545991","Low","376.4","376.199822","376.199822","-0.1","95.9","519","0","2","6","10","27","0","3","3","0","0","0","0","1","296.6","15.02","2.85","1.99","9","4","1","1","1","2","0","1","12","10"
"BRD-K17979676","Low","282.76","282.1135055","282.1135055","1.8","41.6","275","0","1","3","5","19","0","0","0","0","0","0","0","1","216.4","13.92","2.57","0.97","6","2","1","0","1","2","0","0.8","7.2","10"
"BRD-K61443506","Low","345.4","345.11471265","345.11471265","2.2","96.3","453","0","1","6","5","24","0","1","1","0","0","0","0","1","263.2","20.25","1.9","0.96","9","4","1","0","1","3","0","0.8","5","10"
"BRD-A55962179","No-Effect","345.4","345.11471265","345.11471265","2.2","96.3","453","0","1","6","5","24","0","1","1","0","0","0","0","1","263.2","20.25","1.9","0.96","9","4","1","0","1","3","0","0.8","5","10"
"BRD-K44412991","Low","376.5","376.20384475","376.20384475","4.5","46.5","582","0","1","3","3","28","0","5","5","0","0","0","0","1","298.3","22.68","1.81","1.18","8","2","1","0","0","5","0","0.8","4.4","10"
"BRD-K19672466","Low","210.23","210.1116757","210.1116757","-0.5","76","257","0","2","3","3","15","0","0","0","0","0","0","0","1","164.3","5.24","2.95","0.88","6","2","2","0","1","1","0","0.6","5","10"
"BRD-A30205217","Low","204.22","204.08987763","204.08987763","1","49.4","272","0","1","2","2","15","0","1","1","0","0","0","0","1","161.4","6.28","1.72","1.19","5","2","1","0","0","2","0","0.6","2.6","2"
"BRD-K18131774","Low","258.3","258.01328453","258.01328453","2","119","341","0","1","6","3","16","0","0","0","0","0","0","0","1","181.8","10.12","1.73","0.81","7","4","1","0","0","2","0","0.6","3","8"
"BRD-K21892374","Low","209.2","209.06880783","209.06880783","1","78.6","242","0","1","4","5","15","0","0","0","0","0","0","0","1","158","4.95","3.19","0.95","4","2","1","0","0","1","0","0.6","5","10"
"BRD-K50417881","Low","340.8","340.1553704","340.1553704","3.1","61.8","396","0","2","4","6","23","0","1","1","0","0","0","0","1","261.6","13.11","2.86","1.23","8","2","2","0","1","2","1","0.8","8","10"
"BRD-K15858023","Low","311.34","311.1382248","311.1382248","1.6","76.3","406","0","1","6","2","23","0","0","0","0","0","0","0","1","235","9.09","4.9","0.82","9","2","1","0","2","4","0","0.6","3.2","10"
"BRD-K24556407","Low","470.5","470.17427596","470.17427596","5.6","79.1","858","0","0","5","3","36","0","0","0","0","0","0","0","1","364.3","11.94","7.01","1.5","11","4","0","0","0","6","1","0.8","3.6","10"
"BRD-K08251020","Low","524.6","524.27251404","524.27251404","6.6","60.7","860","0","3","9","6","36","0","6","6","0","2","2","0","1","385.8","27.37","2.95","1.73","11","3","3","0","0","3","2","1","10","10"
"BRD-K00003465","Low","550.7","550.25014349","550.25014349","6.7","77.9","825","0","0","6","13","39","0","0","0","0","0","0","0","1","435","14.55","4.3","2.48","12","5","0","0","2","4","1","1.6","13","10"
"BRD-K59045783","Low","397.4","397.08313774","397.08313774","0.9","137","775","0","1","9","6","27","0","4","4","0","0","0","0","1","286.7","10.72","6.24","1.06","8","4","1","0","0","3","0","0.8","7.4","10"
"BRD-K76617868","Low","291.37","291.10414797","291.10414797","1","70.7","421","0","1","5","2","20","0","0","0","0","0","0","0","1","216.8","9.52","2.27","1.03","8","3","1","0","1","3","0","0.6","3.4","10"
"BRD-A30815329","Low","384.2","383.0691135","383.0691135","3.9","64.6","614","0","1","5","6","25","0","1","1","0","0","0","0","1","282.5","5.9","4.74","1.87","6","2","1","0","1","2","0","0.8","6.4","10"
