broad_id,InChIKey,Target,TTD Target
BRD-K33396764,DTOSIQBPPRVQHS-PDBXOOCHSA-N,"ELOVL4, FADS1, FADS2, FFAR1, FFAR4, PTGS2, SLC8A1, TRPV1","CYP19A1, FFAR1, PPARA, PPARG, PPARD, PTGS1, NR1I2, FFAR4"
BRD-K80028314,XNQIOISZPFVUFG-RXMQYKEDSA-N,HRH3,
BRD-K28308851,XNQIOISZPFVUFG-YFKPBYRVSA-N,HRH3,
BRD-K01826806,LYPCGXKCQDYTFV-SSDOTTSWSA-N,"HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR4",
BRD-A82892199,GVJHHUAWPYXKBD-QLVXXPONSA-N,,
BRD-A61850409,ZAKOWWREFLAJOT-PKIAKLFDSA-N,,
BRD-K66896751,JRTIDHTUMYMPRU-UHFFFAOYSA-N,GABRA1,"TSPO, ABCB11"
BRD-K01825817,PAZJSJFMUHDSTF-CQSZACIVSA-N,"ADRB1, ADRB2",
BRD-K52459643,GMVPRGQOIOIIMI-DWKJAMRDSA-N,"CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGER1, PTGER2, PTGER4, PTGIR","ABCC4, ABCC2, PTGIR, ABCB11"
BRD-K35498378,GCUCIFQCGJIRNT-UHFFFAOYSA-N,AKR1B1,
BRD-K21415491,AWSRKKBIPSQHOJ-IBCQBUCCSA-N,,
BRD-K00004605,MJVKYGMNSQJLIN-KYZVSKTDSA-N,,
BRD-K00610438,SMYALUSCZJXWHG-UHFFFAOYSA-N,HTR2A,"HTR1A, DRD2, HTR2C, HTR2A"
BRD-A56675431,VGLGVJVUHYTIIU-LLVKDONJSA-N,,
BRD-K52681925,NUPUDYKEEJNZRG-LBPRGKRZSA-N,"CHRNA4, CHRNB2",
BRD-K78627070,GNNDEPIMDAZHRQ-UHFFFAOYSA-N,"KDR, MET, TEK","NTRK2, KDR, TEK, NTRK1, NTRK3, MET"
BRD-K50276048,VWAUPFMBXBWEQY-ANULTFPQSA-N,PGR,
BRD-K67043667,UUVWYPNAQBNQJQ-UHFFFAOYSA-N,,
BRD-K89055274,ZPFXAOWNKLFJDN-UHFFFAOYSA-N,HTR1A,
BRD-K83988098,KUFRQPKVAWMTJO-UBNVGODQSA-N,HSP90AA1,
BRD-K07857022,UPNUIXSCZBYVBB-JVFUWBCBSA-N,"OPRD1, OPRK1, OPRM1","KCNH2, SCN5A, ABCC4, OPRM1, ABCC2, OPRK1, ABCB11, OPRD1, CACNA1C"
BRD-K87909389,BIIVYFLTOXDAOV-YVEFUNNKSA-N,"CDK1, CDK2, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, EGFR, PYGM","MAPK3, CDK7, LCK, CDK5, PRKCB, CDK6, ITK, CDK9, EGFR, PYGM, PRKCD, ITK, PYGM, CDK9-CCNT1, CDK4, PRKCA, SRC, ERBB2, EGFR, ZAP70, CDK2, CDK1, PRKCE"
BRD-K00003337,LGLVVVCSQBZONM-HCCLCSBVSA-N,,
BRD-K53979406,FDORQEIHOKEJNX-HSZRJFAPSA-N,SLC6A9,"SLC6A5, SLC6A9"
BRD-A66116161,ZUHIXXCLLBMBDW-MRXNPFEDSA-N,"CNR1, CNR2",
BRD-K59013864,VAPDZNUFNKUROY-UHFFFAOYSA-N,ALOX5,
BRD-K92000912,BUZAJRPLUGXRAB-UHFFFAOYSA-N,"CNR1, GPR18, GPR55",
BRD-K59419204,AJFFBPZYXRNAIC-UHFFFAOYSA-N,"CNR1, CNR2, GPR55",
BRD-K55462201,IJBZOOZRAXHERC-DOFZRALJSA-N,"CNR1, CNR2, FAAH, TRPV1","TRPV1, CNR2, Trypano CYSP, CNR1"
BRD-K06854232,SZWKGOZKRMMLAJ-UHFFFAOYSA-N,RARA,
BRD-K63533170,JHOTYHDSLIUKCJ-UHFFFAOYSA-N,"CNR1, CNR2",
BRD-K01826811,BQBSHJUQVIWEFM-MRXNPFEDSA-N,GRIN1,
BRD-K70330367,DKNWSYNQZKUICI-UHFFFAOYSA-N,"DRD2, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A","SLC47A1, SIGMAR1"
BRD-K11244467,HQDSAVMTLKVTGJ-UHFFFAOYSA-N,,
BRD-K11292736,OMHBPUNFVFNHJK-UHFFFAOYSA-P,ACHE,
BRD-K41185545,OUJTZYPIHDYQMC-LJQANCHMSA-N,"EDNRA, EDNRB","KCNH2, SCN5A, KCND3, EDNRA, CACNA1C, NR1I2, EDNRB"
BRD-K56558538,JBDGDEWWOUBZPM-XYPYZODXSA-N,CYP3A4,
BRD-K00003244,QDWKGEFGLQMDAM-JJIBRWJFSA-N,,
BRD-A36010170,ILKJAFIWWBXGDU-KNPIAJNZSA-N,NR3C1,
BRD-K03019184,CWJJHESJXJQCJA-UHFFFAOYSA-N,CXCR4,
BRD-K41051431,BWWVAEOLVKTZFQ-ISVUSNJMSA-N,,
BRD-K42948882,WVLHHLRVNDMIAR-IBGZPJMESA-N,"CCR5, CXCR4","CCR1, CCR2, CYP3A4, CCR4, CYP2D6, CCR5, CXCR4, CXCR1, CXCR2"
BRD-K48173020,HZIWGOAXOBPQGY-UHFFFAOYSA-N,,
BRD-K00004966,MNHNIVNAFBSLLX-UHFFFAOYSA-N,,
BRD-K00004726,FFGSXKJJVBXWCY-UHFFFAOYSA-N,,TOP2B
BRD-K51387999,VXROHTDSRBRJLN-UHFFFAOYSA-O,ADRB2,
BRD-K82122102,SOYCMDCMZDHQFP-UHFFFAOYSA-N,"PTGS1, PTGS2",
BRD-K50813454,KVMCEGAWQYTFKC-UHFFFAOYSA-N,XDH,
BRD-K04374714,YPPSMYLMSKHYAY-UHFFFAOYSA-N,EIF2AK4,
BRD-K43900408,JQNINBDKGLWYMU-PTJFNUENSA-N,,
BRD-K32285926,HEAIZQNMNCHNFD-UHFFFAOYSA-N,MET,
BRD-K64925568,DRLCSJFKKILATL-YWCVFVGNSA-N,MDM2,
BRD-K21077415,KWRYMZHCQIOOEB-LBPRGKRZSA-N,PIK3CD,"PIK3CG, CYP3A4, CYP2D6, PIK3CB, PIK3CA, PIK3CD"
BRD-K27061362,DWHXUGDWKAIASB-CQSZACIVSA-N,MET,
BRD-K90239174,WQTKNBPCJKRYPA-OAQYLSRUSA-N,,
BRD-K00010385,NXQKSXLFSAEQCZ-SFHVURJKSA-N,,
BRD-K34185671,YUTIXVXZQIQWGY-UHFFFAOYSA-N,TRPV1,
BRD-K86673452,RQVKVJIRFKVPBF-VWLOTQADSA-N,"MAPK11, MAPK12, MAPK13, MAPK14","MAPK9, MAPK14"
BRD-K43802723,ZOPNBMMVVZRSGH-NRFANRHFSA-N,FFAR1,
BRD-K97452254,BBUVDDPUURMFOX-SAABIXHNSA-N,"CDK4, CDK6, FLT3",
BRD-K01995783,GZTFUVZVLYUPRG-IZZDOVSWSA-N,TRPV1,
BRD-A58947127,KWRYMZHCQIOOEB-GFCCVEGCSA-N,PIK3CD,
BRD-K21782625,GLBZSOQDAOLMGC-UHFFFAOYSA-N,MET,
BRD-K21728777,IVUGFMLRJOCGAS-UHFFFAOYSA-N,"AURKA, AURKB, AURKC",
BRD-K75114721,PCGISRHGYLRXSR-UHFFFAOYSA-N,PRMT1,
BRD-K24610819,RDJQCOBTKKAQAH-FPOVZHCZSA-N,ADRB3,
BRD-K12568846,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,,
BRD-K80262108,OYTKINVCDFNREN-UHFFFAOYSA-N,,
BRD-A19401019,HFQMYSHATTXRTC-SNVBAGLBSA-N,"MAOA, SLC6A2",
BRD-K73947551,JKOQGQFVAUAYPM-UHFFFAOYSA-N,"ALPPL2, ENPP1",
BRD-K88043978,LKCWBDHBTVXHDL-RMDFUYIESA-N,,
BRD-K97181089,XSDQTOBWRPYKKA-UHFFFAOYSA-N,"AOC1, ASIC1, ASIC2, ASIC3, PKD2, PKD2L1, PLAU, SCNN1A, SCNN1B, SCNN1D, SCNN1G, SLC9A1, TRPC7, TRPV2","F10, KLKB1, ASIC3, PROC, SLC9A1, F11, ADORA2A, PLG, ABCB11, PLAT, PLAU, F2"
BRD-K24219278,ONNOFKFOZAJDHT-UHFFFAOYSA-N,"SLC6A2, SLC6A4",
BRD-K64931368,SLXKOJJOQWFEFD-UHFFFAOYSA-N,"LPA, PLAT, PLG","PLG, SLC36A1"
BRD-A25234499,ROBVIMPUHSLWNV-ZDUSSCGKSA-N,"CYP11A1, CYP19A1",
BRD-K25114078,HAMNKKUPIHEESI-UHFFFAOYSA-N,"AKR1B1, NOS2, TIMP3","AOC1, NOS1, NOS2, NOS3"
BRD-A40777960,YQGDEPYYFWUPGO-VKHMYHEASA-N,,
BRD-K59998349,AFFZCQDLQIEQGB-UHFFFAOYSA-N,,
BRD-A28318179,BATVOUKHGLKDGQ-BYPYZUCNSA-N,NOS2,
BRD-A69917777,NARHAGIVSFTMIG-UHFFFAOYSA-N,CHRM1,
BRD-K97799481,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,"ADORA1, ADORA2A, ADORA2B, ADORA3, HDAC2, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A","PIK3CG, PDE2A, ABCC4, ADORA2B, ABCC2, ADORA2A, PIK3CB, ABCB11, PDE4B, PDE7A, PIK3CA, ADORA3, ALPL, PIK3CD, ADORA1"
BRD-K87544030,TVZGACDUOSZQKY-LBPRGKRZSA-N,"DHFR, SLC46A1",
BRD-K07762753,RAMROQQYRRQPDL-HNNXBMFYSA-N,"CDK1, CDK2, CDK5",
BRD-K80267133,WUBBRNOQWQTFEX-UHFFFAOYSA-N,"ALOX5, CHUK, PLA2G2E, PTGS1, PTGS2",
BRD-K94837153,QUKGLNCXGVWCJX-UHFFFAOYSA-N,"ADORA3, IMPDH1",
BRD-K13421763,RAIPHJJURHTUIC-UHFFFAOYSA-N,NOS2,
BRD-K17561142,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,"ADRB1, CACNA1H, CACNA2D2, KCNA7, KCNH2","KCNH2, THRA, THRB, CPT1B, ABCC4, EBP, SQLE, ABCC2, KDM7A, KDM5A, ABCB11, FDFT1, Bact lef, ABCB1, PHF8, SIGMAR1"
BRD-K97643133,YXBQLONCIPUQKO-UJPOAAIJSA-N,,
BRD-K00003223,JVCPIJKPAKAIIP-UHFFFAOYSA-N,,
BRD-A60197193,NTJOBXMMWNYJFB-GFCCVEGCSA-N,DRD2,
BRD-A68942014,BSMNRYCSBFHEMQ-KCJUWKMLSA-N,"SLC6A2, SLC6A3, SLC6A4",
BRD-K33335792,QXAITBQSYVNQDR-ZIOPAAQOSA-N,"ADRA1A, ADRA2A",
BRD-K53737926,KRMDCWKBEZIMAB-UHFFFAOYSA-N,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, HRH1, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR2A, HTR2C, HTR6, HTR7, KCNA1, KCND2, KCND3, KCNQ2, KCNQ3, NTRK1, NTRK2, OPRD1, OPRK1, OPRM1, SIGMAR1, SLC6A2, SLC6A4","KCNH2, SCN5A, DRD5, ABCC4, DRD3, DRD2, SCN2A, SLC6A3, HRH1, ABCC2, SLC6A4, SCN9A, ABCB11, HRH3, SLC6A2, NTRK1, DRD1"
BRD-K29530284,SGRYPYWGNKJSDL-UHFFFAOYSA-N,"FGF1, IL3, PDE4A, PDE4B, PDE4C, PDE4D, S100A12, S100A13","ABCC4, ABCC2, ABCB11, TBK1, GPR35"
BRD-K01825117,HTIQEAQVCYTUBX-QGZVFWFLSA-N,"CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNA2D1",
BRD-K83486494,LPLVUJXQOOQHMX-QWBHMCJMSA-N,"HSD11B1, HSD11B2, SLCO1B1, SLCO1B3","HSD11B2, HSD11B1, PTPN1"
BRD-M29182745,RZOBLYBZQXQGFY-HSHFZTNMSA-N,HCAR1,
BRD-K32531356,SNGREZUHAYWORS-UHFFFAOYSA-N,PIM1,
BRD-K23335153,DTZDSNQYNPNCPK-UHFFFAOYSA-N,GRM7,
BRD-K91290917,OVCDSSHSILBFBN-UHFFFAOYSA-N,HNMT,"APP, CYP3A4, CYP2D6, ABCB11, CYP2C9"
BRD-K56334280,UPALIKSFLSVKIS-UHFFFAOYSA-N,"TOP2A, TOP2B",
BRD-A37390343,MQHLMHIZUIDKOO-KURKYZTESA-N,,
BRD-K02265150,QWGDMFLQWFTERH-UHFFFAOYSA-N,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH1, HRH4, HTR1A, HTR1B, HTR2A, HTR2B, HTR2C, HTR3A, HTR6, HTR7, SLC6A2, SLC6A3, SLC6A4","HTR7, HTR1A, ABCC4, DRD4, ABCC2, ABCB11, HTR2A"
BRD-K55044200,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,"CYP2C19, SLC15A1, SLC15A2, SLC22A6","ABCC4, ABCC2, ABCB11, SLC15A2"
BRD-K01826817,UUDAMDVQRQNNHZ-RXMQYKEDSA-N,GRIN1,
BRD-K92493880,UUDAMDVQRQNNHZ-YFKPBYRVSA-N,"GRIA2, GRIN1","GRM2, GRIA4, GRIA2, GRIK2, GRM6, GRIA3, GRIK1, GRM1, GRIA1, GRM4, GRIK5"
BRD-K24771047,ANDGGVOPIJEHOF-UHFFFAOYSA-N,"GRIA1, GRIA2, GRIA3, GRIA4",
BRD-K52397688,NNAIYOXJNVGUOM-UHFFFAOYSA-N,"FAAH, HTR2A",
BRD-K27352494,APKFDSVGJQXUKY-ZNVUZQDLSA-N,,
BRD-K68432770,AVKUERGKIZMTKX-NJBDSQKTSA-N,,
BRD-A39172021,LSNWBKACGXCGAJ-ZDUSSCGKSA-N,"PTGS1, PTGS2",
BRD-K47827687,YMARZQAQMVYCKC-OEMFJLHTSA-N,,"ABCC4, CYP3A4, ABCC2, ABCB11, ABCB1, CTSD"
BRD-K90027121,IPZFPROOBOUEIG-UHFFFAOYSA-N,,
BRD-K20484910,RLFWWDJHLFCNIJ-UHFFFAOYSA-N,,
BRD-K45924332,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,"PDE3A, PDE3B, PDE4B, TNF",
BRD-K13843533,VJZITPJGSQKZMX-XDPRQOKASA-N,"TOP2A, TOP2B",
BRD-K68346641,XCPGHVQEEXUHNC-UHFFFAOYSA-N,"KCNH2, TOP2A","KCNH2, ABCC4, TOP2A; TOP2B, ABCC2, CYP2D6, TOP2A, AOX1, ABCB11, TOP2B"
BRD-K39670393,LHVRFUVVRXGZPV-UHFFFAOYSA-N,HRH2,"HRH2, HRH1, HRH4"
BRD-K70924353,CWJNMKKMGIAGDK-UHFFFAOYSA-N,"PTGS1, PTGS2",
BRD-K66538826,FOFDIMHVKGYHRU-UHFFFAOYSA-N,"KIT, MET",
BRD-K03504028,XUCIJNAGGSZNQT-JHSLDZJXSA-N,CASP3,
BRD-K03326591,GVGUCRAJNQYOSE-UHFFFAOYSA-N,,
BRD-A09062839,FDMBBCOBEAVDAO-AWEZNQCLSA-N,,
BRD-K93502141,MSXVEPNJUHWQHW-UHFFFAOYSA-N,,
BRD-K00256256,GUCUORSUHTZMBW-YBFXNURJSA-N,,
BRD-K23952234,LNDDRUPAICPXIN-GOSISDBHSA-N,,
BRD-K00003152,OPXIRFWNLBDKQB-UHFFFAOYSA-N,,
BRD-K88443722,VYXWHVDEWWHDLH-LJAQVGFWSA-N,"ALOX5AP, CNR1, CNR2","CYP3A4, ALOX5AP, CYP2C9"
BRD-A19609491,TUSCYCAIGRVBMD-KRWDZBQOSA-N,NTRK2,
BRD-K01826509,MTXSIJUGVMTTMU-SNVBAGLBSA-N,,
BRD-K77118600,MZZLGJHLQGUVPN-HAWMADMCSA-N,CETP,
BRD-K05355328,LDXYBEHACFJIEL-HNNXBMFYSA-N,DPP4,"KCNH2, DPP4, CYP3A4, DPP7, CYP2D6, DPP8, FAP, CYP2C9, DPP9"
BRD-K62200014,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,PDE3A,
BRD-K01174345,VQPFSIRUEPQQPP-MXBOTTGLSA-N,GHSR,
BRD-K42352790,LGEQQWMQCRIYKG-DOFZRALJSA-N,"CACNA1G, CACNA1H, CACNA1I, CNR1, CNR2, GLRA1, GPR18, GPR55, KCNA2, KCNK3, KCNK9, TRPM8, TRPV1","TRPV1, CNR2, KCNK3, CYP51A1, CNR1"
BRD-K52172416,YBBLVLTVTVSKRW-UHFFFAOYSA-N,CYP19A1,
BRD-K82164249,YVXVTLGIDOACBJ-SFHVURJKSA-N,AR,
BRD-K89282837,BOJKULTULYSRAS-OTESTREVSA-N,"IL1B, IL6, NFKB1, NFKB2, TNF","HK2, STAT3, NFKB1, NR1H4"
BRD-A64011898,HFVMLYAGWXSTQI-UGRKVPRCSA-N,,
BRD-K12329651,QGXBDMJGAMFCBF-HLUDHZFRSA-N,,"GPBAR1, SERPINA6, G6PD"
BRD-K00005346,YUWPMEXLKGOSBF-GACAOOTBSA-N,,
BRD-K49060658,RUVINXPYWBROJD-ONEGZZNKSA-N,,
BRD-K92490248,KYLIZBIRMBGUOP-UHFFFAOYSA-N,,
BRD-K45724504,AUGQEEXBDZWUJY-ZLJUKNTDSA-N,SLC5A1,
BRD-K00003560,JHVAMHSQVVQIOT-MFAJLEFUSA-N,,
BRD-K88611939,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,"DRD2, GRIA1, GRIA2, GRIA3, GRIA4, HTR2A",
BRD-K47458712,XRCFXMGQEVUZFC-UHFFFAOYSA-N,GGCX,
BRD-A29623586,WTQYWNWRJNXDEG-JKJDWNRSSA-N,ADRA1A,
BRD-K91370081,YKJYKKNCCRKFSL-RDBSUJKOSA-N,"NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1",
BRD-K71125570,XGGHHHBGPSNXFE-ZSHCYNCHSA-N,,
BRD-K36949735,KSMZEXLVHXZPEF-UHFFFAOYSA-N,"KDR, PDGFRB",
BRD-K55424922,GGALEXMXDMUMDM-UHFFFAOYSA-N,HTR1B,
BRD-K31170746,QUGDTMONBLMLLD-UHFFFAOYSA-N,ADORA2A,
BRD-K00003196,OPQNCARIZFLNLF-HSBZPDDFSA-N,,
BRD-K25863791,CUCSSYAUKKIDJV-FAXBSAIASA-N,MAPK8,
BRD-K01363385,IXPROWGEHNVJOY-UHFFFAOYSA-N,CRHR1,
BRD-K99300445,REYFJDPCWQRWAA-UHFFFAOYSA-N,HRH1,
BRD-K04725460,NUZWLKWWNNJHPT-UHFFFAOYSA-N,,
BRD-K15957397,RZVHIXYEVGDQDX-UHFFFAOYSA-N,CDC25B,"EHMT1, EHMT2, CDC25B"
BRD-K00003675,ZCIXFSVENQDMCK-SOMOIXMJSA-J,,
BRD-A74328360,ZCIXFSVENQDMCK-UHFFFAOYSA-J,,
BRD-K90152265,UIFFUZWRFRDZJC-SBOOETFBSA-N,CYCS,"ABCC4, SLCO1B3, SLCO1B1, ABCB11"
BRD-K15541734,RECUKUPTGUEGMW-UHFFFAOYSA-N,,"TRPA1, PTGS1"
BRD-K21920947,HMAFTPZYFJFEHK-UHFFFAOYSA-N,,
BRD-K32143970,MHTJEUOFLVQMCL-NJHPPEEMSA-N,TRPA1,
BRD-K20001883,NETXMUIMUZJUTB-UHFFFAOYSA-N,BRD3,
BRD-K28115081,JGPJQFOROWSRRS-UHFFFAOYSA-N,PTAFR,
BRD-K91308639,HJBWBFZLDZWPHF-UHFFFAOYSA-N,,
BRD-K00003492,AZNHWXAFPBYFGH-UHFFFAOYSA-N,,
BRD-K25244359,WPEWQEMJFLWMLV-UHFFFAOYSA-N,"CSK, KDR, KIT, RET",
BRD-K07449869,SEBPXHSZHLFWRL-UHFFFAOYSA-N,AR,
BRD-K72748448,CAMGZGMEPKFVMF-UHFFFAOYSA-N,"KIT, STAT3",
BRD-K86226872,WPDCHTSXOPUOII-UHFFFAOYSA-N,GPR119,"KCNH2, GPR119, CYP2C9"
BRD-K10859802,XTRUQJBVQBUKSQ-UHFFFAOYSA-N,GPR119,
BRD-K85140930,NOFOAYPPHIUXJR-APNQCZIXSA-N,,"VZV ORF28, POLA1, HSV UL30, CMV UL54"
BRD-K26325692,DGPGXHRHNRYVDH-UHFFFAOYSA-N,SIGMAR1,"KCNH2, OPRM1, CYP3A4, HTR2B, CYP2D6, CYP2B6, CYP2C9, SIGMAR1"
BRD-K97840621,SPBWHPXCWJLQRU-FITJORAGSA-N,"AKT1, AKT2, AKT3",
BRD-K01493881,KZNIFHPLKGYRTM-UHFFFAOYSA-N,"AKR1B1, AR, CDK6, CFTR, CYP19A1, CYP1B1, HSD17B1","ABCG2, PSMB5, CYP19A1, DPP4, ELANE, LCK, TNKS, TRPC5, SYK, CDK6, APP, PARP1, CSNK2A1, Viru rep, TTR, EGFR, CYP1B1, Malaria Pfmrk, ESR1, NLRP3, XDH, AR, MPO, TNKS2, MAOA, ACHE, BACE1, NOX4, EGFR, AKR1B1, HSD17B1, Malaria fabI, BCHE, MAOB, PTGS2, CFTR, GSK3B, ABCC1, FLT3, ESR2"
BRD-K67121414,QNZCBYKSOIHPEH-UHFFFAOYSA-N,F10,
BRD-K64990520,DFYRUELUNQRZTB-UHFFFAOYSA-N,NOX4,
BRD-K15164005,KGRJPLRFGLMQMV-UHFFFAOYSA-N,"BCHE, CES1",
BRD-A09004963,BGBNULCRKBVAKL-SNVBAGLBSA-N,TP53,
BRD-K38911213,IEJXVRYNEISIKR-UHFFFAOYSA-N,"ADRA1A, ADRA2A, ADRA2B, ADRA2C",
BRD-K96737756,XZNUGFQTQHRASN-XQENGBIVSA-N,,
BRD-K06883221,MAVDNGWEBZTACC-HNNXBMFYSA-N,"ADAM17, MMP1, MMP13, MMP9","MMP13, ADAM17, MMP1"
BRD-K93208532,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,"PDE4A, PDE4B, PDE4C, PDE4D","CYP3A4, CYP2D6, PDE4D, PDE4B, CYP2C9"
BRD-K52827117,ATALOFNDEOCMKK-OITMNORJSA-N,TACR1,"ABCC4, CYP3A4, TACR3, ABCC2, ABCB11, TACR1"
BRD-K55172746,RYMCFYKJDVMSIR-RNFRBKRXSA-N,,
BRD-K53236343,NZLBHDRPUJLHCE-UHFFFAOYSA-N,"CALM1, SCN5A",
BRD-K00003524,KSUUMAWCGDNLFK-ZETCQYMHSA-N,,
BRD-K63919159,BFNCJMURTMZBTE-UHFFFAOYSA-N,GRIN1,
BRD-K68003372,NIRXBXIPHUTNNI-UHFFFAOYSA-N,KLF4,
BRD-K17511755,WJNBSTLIALIIEW-UHFFFAOYSA-N,ERN1,
BRD-K00004738,KWUFTKVMXUYTBF-UHFFFAOYSA-N,,
BRD-K38627885,RFZQYGBLRIKROZ-PCLIKHOPSA-N,"IL12A, IL12B, PIKFYVE",
BRD-K28383148,GQLCLPLEEOUJQC-ZTQDTCGGSA-N,MTOR,
BRD-K56032964,OVDSPTSBIQCAIN-UHFFFAOYSA-N,"ALK, EGFR","ALK, INSR, ROS1, IGF1R"
BRD-K81729199,BCUGCHZRMKTPMU-UHFFFAOYSA-N,CHRM2,
BRD-K00003365,NCPLTAGJJVCHOW-UHFFFAOYSA-N,,
BRD-K00004705,NPDLTEZXGWRMLQ-IBGZPJMESA-N,,
BRD-K67860401,YAEMHJKFIIIULI-UHFFFAOYSA-N,GSK3B,"CDK5R1, CDK5, PRKCA, AURKA, CDK2, GSK3A, GSK3B, CSNK1E"
BRD-K42325600,ISIVOJWVBJIOFM-ZDUSSCGKSA-N,"SLC16A1, SLC16A7",
BRD-K90497590,YULUCECVQOCQFQ-UHFFFAOYSA-N,PDPK1,
BRD-K13167095,LAMIXXKAWNLXOC-INIZCTEOSA-N,HDAC1,
BRD-K03070961,YZXBAPSDXZZRGB-DOFZRALJSA-N,"CLCN2, KCNJ4, KCNK10, KCNK18, KCNK2, PRKCZ, PTGS1, TRPC6, TRPM2","CYP19A1, SLCO1B3, PPARA, PPARG, SLCO1B1, CYP51A1, PPARD, PLA2G4C"
BRD-K00004646,SHKXZIQNFMOPBS-OOMQYRRCSA-N,,
BRD-K73881242,KCFYEAOKVJSACF-UHFFFAOYSA-N,CYP3A4,
BRD-K08037784,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,TYR,
BRD-K93188295,JFNKXGOEOQCXDM-UHFFFAOYSA-N,"ADRA2A, ADRA2B, ADRA2C",
BRD-K53523901,NQWVSMVXKMHKTF-JKSUJKDBSA-N,"CHUK, MAP2K1",
BRD-K72726508,KAJXOWFGKYKMMZ-UHFFFAOYSA-N,"CCND1, CDK4",
BRD-K00003590,HXSDFQWQRCUQHF-IDOMHHBZSA-N,SERPIND1,
BRD-K63792901,LBFWTPRSXIRKMZ-UHFFFAOYSA-N,CHRM2,
BRD-K23922020,SPHRJZBOFYIKMC-UHFFFAOYSA-N,"CHRM1, CHRM2, CHRM3, CHRM4",
BRD-K88646909,HJJPJSXJAXAIPN-UHFFFAOYSA-N,"CHRM1, CHRM2, CHRM3, CHRM4","CHRM2, CHRM5, CHRM3, CHRM1, ABCB11, CHRM4"
BRD-A48261811,KXNPVXPOPUZYGB-XYVMCAHJSA-N,F2,
BRD-K00003332,RJZNPROJTJSYLC-LLINQDLYSA-N,,
BRD-K62734952,UVJYAKBJSGRTHA-CUZKYEQNSA-N,"FNTA, NFKB1",
BRD-K70358946,CEUORZQYGODEFX-UHFFFAOYSA-N,"ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7","HTR7, KCNH2, DRD5, HTR6, HTR1A, HTR5A, HTR1E, ABCC4, CHRM2, DRD3, SLC47A2, DRD2, HTR2B, CHRM5, DRD4, CHRM3, HRH1, CHRM1, ABCC2, HTR3A, SLC6A4, ABCB11, ADRA2A, ABCB1, HTR2C, ADRA2C, ADRA2B, HTR2A, SLC47A1, ADRA1B, HTR1B, ADRA1A, HTR1D, DRD1, CHRM4"
BRD-K00004574,DDINXHAORAAYAD-UHFFFAOYSA-N,,
BRD-K33852358,GVTLDPJNRVMCAL-UHFFFAOYSA-N,PDE4A,
BRD-A28044053,BHIAIPWSVYSKJS-SECBINFHSA-N,ADRB3,
BRD-K60171656,HNFMVVHMKGFCMB-UHFFFAOYSA-N,AKT2,
BRD-K43436647,UPJSUQWHUVLLNW-XMMPIXPASA-N,KIF11,
BRD-K46386702,UWXSAYUXVSFDBQ-CYBMUJFWSA-N,ERBB2,"EGFR, ERBB4, ERBB2, EGFR"
BRD-K24179883,XKNKHVGWJDPIRJ-UHFFFAOYSA-N,LYZ,
BRD-K32786395,IKWTVSLWAPBBKU-UHFFFAOYSA-N,"AKT1, CCND1, IKBKB, JUN, MAPK1, MAPK3, TXNRD1",
BRD-K39621635,SXYIRMFQILZOAM-HVNFFKDJSA-N,ATP1A1,
BRD-K13112821,BLUAFEHZUWYNDE-NNWCWBAJSA-N,CYP2B6,
BRD-K96006160,NLYNIRQVMRLPIQ-XQLAAWPRSA-N,,
BRD-K54634444,FIHJKUPKCHIPAT-AHIGJZGOSA-N,,
