broad_id,InChIKey,Target,TTD Target
BRD-K93045741,XNBRWUQWSKXMPW-UHFFFAOYSA-N,ADORA2A,
BRD-K59369769,GCIKSSRWRFVXBI-UHFFFAOYSA-N,"AURKA, AURKB, AURKC, LCK","LCK, ABL1, DDR2, MELK, AURKB, TBK1, PLK4, AURKA, DLK1, RIPK1, AURKC, BCR-ABL1, FLT3, MELK"
BRD-K87941707,SJMMDWXJSSJHOQ-UHFFFAOYSA-N,"GABRA1, GABRA2, GABRA3, GABRA5",
BRD-K84034737,YUAALFPUEOYPNX-UHFFFAOYSA-N,AXL,"AXL, AURKB, AURKA"
BRD-K00005239,XRNVABDYQLHODA-JCNLHEQBSA-N,,
BRD-K51575138,SAYGKHKXGCPTLX-UHFFFAOYSA-N,IKBKB,"IKBKB, EIF2AK2, EIF2AK2, JAK2"
BRD-K00004542,PBHVCRIXMXQXPD-LWQDQPMZSA-N,,
BRD-K00003313,PKVRCIRHQMSYJX-AIFWHQITSA-N,,
BRD-K00004698,AQLVRTWKJDTWQQ-SDBHATRESA-N,,
BRD-K34154330,PCTRYMLLRKWXGF-UHFFFAOYSA-N,GABRA1,
BRD-K00003222,CAVRKWRKTNINFF-UHFFFAOYSA-N,,
BRD-K30071764,KBFUQFVFYYBHBT-UHFFFAOYSA-N,KCNN4,"KCNN4, KCNA3"
BRD-K81341251,JHNRTPKGSCVKKC-UHFFFAOYSA-N,KCNN4,
BRD-K12343256,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,"MAP2K1, MAP2K2","MAP2K2, ABCB1, MAP2K1"
BRD-K82234479,SNKZJIOFVMKAOJ-UHFFFAOYSA-N,APP,"APP, SLC36A1"
BRD-K28550399,VXFJYXUZANRPDJ-WTNASJBWSA-N,ACE,
BRD-K15014948,GYDJEQRTZSCIOI-LJGSYFOKSA-N,PLG,
BRD-K17849083,NZHGWWWHIYHZNX-CSKARUKUSA-N,"HPGDS, HRH1","ABCC4, ABCC2, TRPA1, ABCB11, HPGDS"
BRD-K26222048,GKJZMAHZJGSBKD-NMMTYZSQSA-N,,
BRD-K42959922,IGBBVTAVILYDIO-MDZDMXLPSA-N,,
BRD-K75080769,XWVBOPKUSVZZPJ-UHFFFAOYSA-N,,
BRD-K91614056,RMQJECWPWQIIPW-OWOJBTEDSA-N,,
BRD-K26273521,AFDXODALSZRGIH-QPJJXVBHSA-N,,
BRD-K00003217,PANKHBYNKQNAHN-MQQNZMFNSA-N,,
BRD-K00003699,AELCINSCMGFISI-BDAKNGLRSA-N,"KDM1A, MAOA, MAOB",
BRD-K69837166,DCRGHMJXEBSRQG-UHFFFAOYSA-N,OPRL1,
BRD-K95763993,GSNOZLZNQMLSKJ-UHFFFAOYSA-N,PDGFRA,
BRD-K23976833,MKPLKVHSHYCHOC-AHTXBMBWSA-N,PTGFR,
BRD-K38158531,QEMSVZNTSXPFJA-HNAYVOBHSA-N,GRIN2B,"KCNH2, CYP3A4, GRIN2B, CYP2D6"
BRD-K70778732,PHLBKPHSAVXXEF-UHFFFAOYSA-N,"ADRA1A, ADRA2A, HRH1, HTR1A, HTR2A, HTR2B, HTR2C, SLC6A4","ABCC4, ABCB11"
BRD-A20686268,FDJAKSHVOONYHX-KOLCDFICSA-N,,
BRD-K36407194,IWYJYHUNXVAVAA-OAHLLOKOSA-N,DPP4,"DPP4, CYP3A4, CYP2D6, DPP8, CYP2C9"
BRD-K08619838,JSUAJTLKVREZHV-UHFFFAOYSA-N,,
BRD-K20902145,YCPOZVAOBBQLRI-WDSKDSINSA-N,,
BRD-K37543758,YPTFHLJNWSJXKG-UHFFFAOYSA-N,"CHRM1, CHRM2, CHRM3, CHRM4",
BRD-K19706299,PAJMKGZZBBTTOY-ZFORQUDYSA-N,"P2RY12, PPARD, PTGIR",
BRD-K84663978,MCMSJVMUSBZUCN-YYDJUVGSSA-N,PDE5A,
BRD-K08748705,WOCXQMCIOTUMJV-UHFFFAOYSA-N,NQO2,
BRD-K71879491,SHGAZHPCJJPHSC-YCNIQYBTSA-N,"ALDH1A1, ALDH1A2, GPRC5A, NR0B1, NR2C2, PPARD, RARA, RARB, RARG, RARRES1, RORB, RORC, RXRB, RXRG","RARB, ABCC4, ABCC2, RXRG, ABCB11, PIN1, RORB, RORA, RXRA, RXRB, RORC, RARG, RARA"
BRD-K92844263,URAYPUMNDPQOKB-UHFFFAOYSA-N,,
BRD-K77554836,GFNANZIMVAIWHM-OBYCQNJPSA-N,NR3C1,
BRD-K53790871,YNDXUCZADRHECN-JNQJZLCISA-N,"NR3C1, SERPINA6",
BRD-K00003338,TZIZWYVVGLXXFV-FLRHRWPCSA-N,,
BRD-K92049597,FNYLWPVRPXGIIP-UHFFFAOYSA-N,"SCNN1A, SCNN1B, SCNN1D, SCNN1G",
BRD-K01669786,XMYKNCNAZKMVQN-NYYWCZLTSA-N,"RRM1, RRM2",RRM2
BRD-A60294240,ULLNJSBQMBKOJH-JPHCZMGXSA-N,,
BRD-K09118247,KVSKGMLNBAPGKH-UHFFFAOYSA-N,,
BRD-K69632891,YFDSDPIBEUFTMI-UHFFFAOYSA-N,,
BRD-K38969488,UYXTWWCETRIEDR-UHFFFAOYSA-N,,
BRD-K24790130,VLPFTAMPNXLGLX-UHFFFAOYSA-N,,
BRD-A28940325,LMJSLTNSBFUCMU-QMMMGPOBSA-N,"PTGS1, PTGS2, SLC12A1",
BRD-K42090719,YNJBWRMUSHSURL-UHFFFAOYSA-N,,
BRD-K46435528,XSTXAVWGXDQKEL-UHFFFAOYSA-N,,
BRD-K68202742,RTKIYFITIVXBLE-QEQCGCAPSA-N,"HDAC1, HDAC10, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",
BRD-K80431395,HOGVTUZUJGHKPL-HTVVRFAVSA-N,"AKT1, AKT2, AKT3",
BRD-K00004666,URLYINUFLXOMHP-HTVVRFAVSA-N,,
BRD-K81916719,NQPDXQQQCQDHHW-UHFFFAOYSA-N,DNMT1,Trypano CYSP
BRD-K25029121,ICUTUKXCWQYESQ-UHFFFAOYSA-N,,
BRD-K41731458,XEFQLINVKFYRCS-UHFFFAOYSA-N,DNMT1,"TTR, HSPA5, Bact inhA, Malaria fabI, CBR1"
BRD-A22152765,NPRHVSBSZMAEIN-NRFANRHFSA-N,,
BRD-K37111771,VILCJCGEZXAXTO-UHFFFAOYSA-N,CA14,
BRD-K00005342,ONCZDRURRATYFI-TVJDWZFNSA-N,,
BRD-K89732114,ZEWQUBUPAILYHI-UHFFFAOYSA-N,"ADRA1A, CALM1, CALY, DRD2, DRD4, HRH1, HTR2A, HTR2C, S100A4, TNNC1","EBP, PRKDC, ABCB11, ABCB1, SIGMAR1"
BRD-K63675182,XSCGXQMFQXDFCW-UHFFFAOYSA-N,"CHRM1, CHRM2, DRD1, DRD2, HTR2B","ABCB11, ABCB1"
BRD-K03243820,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,TYMS,"ABCB11, MycB tmk"
BRD-K71696703,RMWVZGDJPAKBDE-UHFFFAOYSA-N,"NFKB1, NOS2, PDE10A, PTGS1",
BRD-K69231085,WWNNZCOKKKDOPX-UHFFFAOYSA-O,,
BRD-K00003691,HWHLPVGTWGOCJO-HXUWFJFHSA-N,CHRM1,
BRD-K00003412,PDGKHKMBHVFCMG-UHFFFAOYSA-N,,
BRD-A04497688,RLQVKDVIBJCQGE-PORJLZOZSA-N,,
BRD-K36851334,WZBWBNCQUTXYEL-UHFFFAOYSA-N,,
BRD-K00003635,LORDFXWUHHSAQU-JOCHJYFZSA-N,"OPRD1, OPRK1, OPRM1",
BRD-K88366685,UHWVSEOVJBQKBE-UHFFFAOYSA-N,ACAA2,
BRD-K16606819,IRYJRGCIQBGHIV-UHFFFAOYSA-N,"CACNA1G, CACNA1H, CACNA1I",
BRD-K34415467,FEZBIKUBAYAZIU-UHFFFAOYSA-N,DRD2,
BRD-K07208025,IEDVJHCEMCRBQM-UHFFFAOYSA-N,"DHFR, TYMS","DHFR, KCNH2, ABCC4, ABCC2, ABCB11, PADI4"
BRD-A56241705,RGVPOXRFEPSFGH-CQSZACIVSA-N,"ADRB2, ADRB3",
BRD-K24483849,DAKWPKUUDNSNPN-UHFFFAOYSA-N,,
BRD-K53220666,XWVOEFLBOSSYGM-UHFFFAOYSA-N,,
BRD-K13642819,NOYPYLRCIDNJJB-UHFFFAOYSA-N,DHFR,
BRD-K01825162,ZSCDBOWYZJWBIY-INIZCTEOSA-N,"SLC6A2, SLC6A3, SLC6A4",
BRD-K54790157,FMHHVULEAZTJMA-UHFFFAOYSA-N,,
BRD-K57033106,UFLGIAIHIAPJJC-UHFFFAOYSA-N,HRH1,HRH1
BRD-K11742128,CBEQULMOCCWAQT-WOJGMQOQSA-N,HRH1,"HRH1, ABCB11"
BRD-K19427720,ZISSAWUMDACLOM-UHFFFAOYSA-N,"HTR1B, HTR1D",
BRD-K39484304,DFBIRQPKNDILPW-CIVMWXNOSA-N,RELA,"F2RL1, PTGS2"
BRD-K62685538,VXKHXGOKWPXYNA-PGBVPBMZSA-N,GNRHR,
BRD-K76375510,CEJLBZWIKQJOAT-UHFFFAOYSA-N,,
BRD-K00003124,WUJVPODXELZABP-FWJXURDUSA-N,,
BRD-K83502127,JJGBXTYGTKWGAT-YUMQZZPRSA-N,"IFNG, IL6, TNF",
BRD-A91386192,UMKFEPPTGMDVMI-KRWDZBQOSA-N,,
BRD-A13084692,GXPHKUHSUJUWKP-NTKDMRAZSA-N,"CYP2C8, PPARG, TRPM3",
BRD-K38310698,LQCLVBQBTUVCEQ-FBZTUZAPSA-N,,
BRD-A17846016,GLEVLJDDWXEYCO-AWEZNQCLSA-N,,
BRD-K91422571,HLNLBEFKHHCAMV-UHFFFAOYSA-N,,
BRD-K47978074,LENZDBCJOHFCAS-UHFFFAOYSA-N,"AMD1, CANT1, DCN, NEIL1, VEGFA",
BRD-A84389633,HDDNYFLPWFSBLN-ZSHCYNCHSA-N,"HTR3A, HTR3B",
BRD-A34603619,UCCJWNPWWPJKGL-XMMPIXPASA-N,"PTGS1, PTGS2",
BRD-A79672927,BGDKAVGWHJFAGW-INIZCTEOSA-N,"CHRM3, CHRM4",
BRD-K00003480,VYLOOGHLKSNNEK-PIIMJCKOSA-N,,
BRD-K50866992,ZNRGQMMCGHDTEI-ITGUQSILSA-N,"GLRA1, GLRA2, GLRB, HTR3A, HTR4",
BRD-K00003641,OYYDSUSKLWTMMQ-JKHIJQBDSA-N,CHRM1,
BRD-K00494077,WVPSKSLAZQPAKQ-CDMJZVDBSA-N,TOP2A,
BRD-A35868371,QFWSRMACUIYPGS-ZVBHREPYSA-N,,
BRD-K00989047,HOCFDYZWQYGULA-UHFFFAOYSA-N,,
BRD-K73529671,IYVFNTXFRYQLRP-VVSTWUKXSA-N,,
BRD-A68589262,YSIITVVESCNIPR-NSHDSACASA-N,,
BRD-K35626314,DMNOVGJWPASQDL-OAQYLSRUSA-N,OPRM1,"KCNH2, SCN5A, OPRM1, OPRK1, OPRD1, CACNA1C"
BRD-K76973696,VQQVWGVXDIPORV-UHFFFAOYSA-N,IDO1,"IDO1, ALOX5, TDO2, IDO2, PTGS2"
BRD-K83776863,QIVBCDIJIAJPQS-VIFPVBQESA-N,"CASR, IDO1, SLC36A1, WARS, WARS2","IDO1, MPO, MMP3, TDO2, ALPL, GPR17, SLC7A5"
BRD-K00004685,CQMCOBQPZDLWIX-UHFFFAOYSA-N,,
BRD-K49685476,FOIVPCKZDPCJJY-JQIJEIRASA-N,"RARA, RARB, RARG","RARB, RXRG, RXRA, RXRB, RORC, RARG, RARA"
BRD-K64852730,RAOULLCLLOGTDA-UHFFFAOYSA-N,CSNK2A1,
BRD-K44590731,LIBAUACOIKWWKP-UHFFFAOYSA-N,,
BRD-A19958636,VSRBKQFNFZQRBM-SSDOTTSWSA-N,,
BRD-K00627859,GOVYBPLHWIEHEJ-UHFFFAOYSA-N,HDAC6,
BRD-K99621550,JFJZZMVDLULRGK-URLMMPGGSA-O,"ACHE, CHRNA2, HTR3A, HTR3B, KCNN1, KCNN2, KCNN3, ZACN","ABCC4, SLC47A2, ABCC2, ABCB11, SLC47A1"
BRD-K26026438,SDEAXTCZPQIFQM-UHFFFAOYSA-N,ERBB2,
BRD-K95216408,SZMJVTADHFNAIS-BJMVGYQFSA-N,,"HDAC3, HDAC11, HDAC2, HDAC1, HDAC8, HDAC10, NAMPT"
BRD-K00003336,IESDGNYHXIOKRW-YXMSTPNBSA-N,,
BRD-K56086081,KIZUBVPJNPVIIN-UHFFFAOYSA-N,FFAR1,
BRD-K24282351,LPGBXHWIQNZEJB-UHFFFAOYSA-N,FFAR4,
BRD-K00003719,YREYLAVBNPACJM-NSHDSACASA-N,ADRB2,
BRD-K00005240,JHCFQXNWYDLBOG-UHFFFAOYSA-N,,
BRD-K28360340,PQAPVTKIEGUPRN-UHFFFAOYSA-N,"BCL2, BCL2L1, MCL1","BCL2, BCL2L1, MCL1"
BRD-K94176593,VPVLEBIVXZSOMQ-UHFFFAOYSA-N,"GSK3B, JUN, MYC","EIF2AK2, EIF2AK2, GSK3B"
BRD-K36040345,PVHLMTREZMEJCG-GDTLVBQBSA-N,,
BRD-K66584608,XONRRGIRSGNWFP-UHFFFAOYSA-N,S1PR3,
BRD-K37753391,WBPYTXDJUQJLPQ-CQICKBAWSA-N,,
BRD-K64414150,QRORCRWSRPKEHR-UHFFFAOYSA-N,,
BRD-K76064317,QNOXYUNHIGOWNY-UHFFFAOYSA-N,FLT3,EPHB2
BRD-K68336408,GFNNBHLJANVSQV-UHFFFAOYSA-N,"EGFR, MAPK14","EGFR, FBP1; FBP2, PRKCA, SRC, MKNK1, PKMYT1, EGFR, MAPK14"
BRD-K49657628,VTJXFTPMFYAJJU-UHFFFAOYSA-N,EGFR,"CYP19A1, EGFR, PTK2B, EGFR, ZAP70"
BRD-K34533029,HKHOVJYOELRGMV-XYOKQWHBSA-N,EGFR,
BRD-K87919739,KXDONFLNGBQLTN-WUXMJOGZSA-N,ERBB2,
BRD-K17415526,UMGQVUWXNOJOSJ-DGGAMASNSA-N,EGFR,
BRD-K59469039,XRZYELWZLNAXGE-KPKJPENVSA-N,"ERBB2, KDR, NTRK1",
BRD-K60184833,USOXQZNJFMKTKJ-XVNBXDOJSA-N,EGFR,"TDP1, LCK, EGFR, ERBB2, EGFR"
BRD-K40255344,MZOPWQKISXCCTP-UHFFFAOYSA-N,,
BRD-K03635852,GXGXSVFKGDVBMD-UHFFFAOYSA-N,,
BRD-K18787491,ZCHZSBUNJOCWCW-UHFFFAOYSA-N,"AKT1, CHEK1, GSK3B, LCK, MAP2K1, MAP2K2, MAP2K7, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1",
BRD-K08953028,VDQLKIBLTMPAHI-UHFFFAOYSA-N,COMT,
BRD-K77867004,YJQZNWPYLCNRLP-UHFFFAOYSA-N,"CA1, CA12, CA2, CA9",
BRD-K22025381,DMZCCFMMPHJWQY-BKWLFHPQSA-N,,
BRD-K53532120,VQLPLYSROCPWFF-ROUUACIJSA-N,OPRK1,
BRD-K20995441,JUBNVWGVNWIXMB-SJORKVTESA-N,OPRK1,
BRD-K77070363,WZHKXNSOCOQYQX-FUAFALNISA-N,GHSR,
BRD-K70281171,UOLJKAPABHXFRE-UHFFFAOYSA-N,DRD3,FYN
BRD-K38966689,DNVZYSMOLXCOLY-HNNXBMFYSA-N,"DPP4, DPP7","DPP4, DPP7, DPP8, DPP9"
BRD-A14574269,TVSNVPGPFGAKPT-JQWIXIFHSA-N,"CHRNA3, CHRNA4, CHRNB2",
BRD-K59574735,VGGGPCQERPFHOB-RDBSUJKOSA-N,"LTA4H, RNPEP","MMP2, DPP4, RNPEP, ANPEP, LTA4H, Malaria MFA, NPEPPS, ERAP1, PLA2G2A"
BRD-A45499626,UUIYULWYHDSXHL-NSHDSACASA-N,GRIK1,"GRIK3, GRIA2, GRIK2"
BRD-K09597601,ZTAZUCRXCRXNSU-VIFPVBQESA-N,"GRIK1, GRIK5",
BRD-K73610817,LTGLGIQQZXSLLF-UHFFFAOYSA-N,XIAP,
BRD-K50325075,PQFNWDHABGBCHB-UHFFFAOYSA-N,,
BRD-K00003266,IYFNEFQTYQPVOC-KRWDZBQOSA-N,,
BRD-K20480395,BVQCFCYPFJOOAV-UHFFFAOYSA-N,"HDAC1, HDAC2, HDAC3, HDAC8",
BRD-K84173274,JDLSRXWHEBFHNC-UHFFFAOYSA-N,"PTGS1, PTGS2",
BRD-K66715657,BTOJYCTUJJHANF-WMLDXEAASA-N,"DRD2, DRD3, DRD4, HTR1A","HTR1A, HTR5A, DRD3, DRD2, DRD4"
BRD-K57011718,JJHRUUKMPWUYIB-HVOSOHGQSA-N,"MMP13, MMP14, MMP2, MMP3, MMP9","MMP2, BMP1, MMP13, MMP14, MMP1, MMP9, MMP3"
BRD-K06294530,ARJCBSRIPGJMAD-LLVKDONJSA-N,BMP1,"MMP2, BMP1, MMP14, PDE4A, MMP1, PDE4C, PDE4D, MMP9, MMP3, PDE4B"
BRD-K19558579,BIZNHCWFGNKBBZ-JLHYYAGUSA-N,SLC16A1,
BRD-K00003367,ISJSHQTWOHGCMM-NDEPHWFRSA-N,,
BRD-A61633223,SUXQDLLXIBLQHW-MRVPVSSYSA-N,,
BRD-K64381438,OOLLAFOLCSJHRE-ZHAKMVSLSA-N,PGR,
BRD-K46692793,FVTWTVQXNAJTQP-UHFFFAOYSA-N,"CHRM1, CHRM2, CHRM3",
BRD-K30933884,WCKZRLOUKYFJDY-UHFFFAOYSA-N,,
BRD-K77428767,XIVUGRBSBIXXJE-UHFFFAOYSA-N,"EHMT1, EHMT2",
BRD-K74236984,AULLUGALUBVBDD-UHFFFAOYSA-N,EHMT2,"EHMT1, EHMT2, PRMT3, KMT5A, SETD7"
BRD-K13060017,XFAXSWXKPQWHDW-UHFFFAOYSA-N,EHMT2,
BRD-K86856088,QOECJCJVIMVJGX-UHFFFAOYSA-N,"EHMT1, EHMT2",
BRD-K60130390,RNAMYOYQYRYFQY-UHFFFAOYSA-N,"EHMT1, EHMT2","EHMT1, OPRM1, EHMT2, HRH3, ADRA2C, ADRA1D, DNMT1"
BRD-K87465484,OUKWLRHRXOPODD-UHFFFAOYSA-N,EHMT2,
BRD-K02988401,ATORKVYCKKBNTF-UHFFFAOYSA-N,"EHMT1, EHMT2",
BRD-K83189926,PQOOIERVZAXHBP-UHFFFAOYSA-N,L3MBTL3,"CBX7, TP53BP1, L3MBTL3, CHRM1, KDM5A"
BRD-K26989966,DPJNKUOXBZSZAI-UHFFFAOYSA-N,EZH2,
BRD-K91283740,MJSHVHLADKXCML-RQNOJGIXSA-N,"FLT3, MERTK",
BRD-K01773560,HSYSSKFCQHXOBP-MXVIHJGJSA-N,MERTK,
BRD-K60635008,MYTRGTBDVGKKRO-UHFFFAOYSA-N,PRMT3,
BRD-K46344388,RZCNASHHHSKTGP-UHFFFAOYSA-N,PIP5K1C,
BRD-K21906513,CQERVFFAOOUFEQ-UHFFFAOYSA-N,L3MBTL1,
BRD-K22229656,OWGLFIKZKQOYHZ-UHFFFAOYSA-N,L3MBTL1,
BRD-K19189338,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,,
BRD-K00003286,WYQFJHHDOKWSHR-MNOVXSKESA-N,,
BRD-K00003218,HUASEDVYRABWCV-NDEPHWFRSA-N,,
BRD-K77950083,JJWMRRNGWSITSQ-UHFFFAOYSA-N,PARP2,
BRD-K00003526,SFPFZQKYPOWCSI-IQWMDFIBSA-N,,
BRD-K38332599,AXTAPYRUEKNRBA-JTQLQIEISA-N,"AKT1, AKT2, AKT3","AKT2, AKT3, AKT1, RPS6KB1, ROCK1, RPS6KA1, SGK1"
BRD-K80129304,ISAKRJDGNUQOIC-UHFFFAOYSA-N,"DPYD, UCKL1",
BRD-K10180294,IDPUKCWIGUEADI-UHFFFAOYSA-N,,
BRD-K73196317,ICMGLRUYEQNHPF-UHFFFAOYSA-N,HTR1A,"HTR1A, ABCC4, ABCC2, ABCB11"
BRD-K92169341,ROFVXGGUISEHAM-UHFFFAOYSA-N,"FAAH, FAAH2, TRPA1","FAAH2, TRPA1, EPHX2, FAAH1, PTGS2"
BRD-K88052444,XSQUKJJJFZCRTK-UHFFFAOYSA-N,"ARG1, CA2, CTNNB1",
BRD-K24297741,JOYRKODLDBILNP-UHFFFAOYSA-N,,
BRD-K01295354,LEHOTFFKMJEONL-UHFFFAOYSA-N,PYGL,
BRD-K13050303,DRTQHJPVMGBUCF-XVFCMESISA-N,"LSM6, TYMP","CDA, SLC28A2, SLC29A1"
BRD-K18323388,AUFUWRKPQLGTGF-FMKGYKFTSA-N,,
BRD-K01825013,PGAVKCOVUIYSFO-XVFCMESISA-N,"P2RY11, P2RY2, P2RY4, P2RY6, UCK2","P2RY11, P2RY1, P2RY4, P2RY2, P2RY6"
BRD-K66908976,QKKIWEILHCXECO-UHFFFAOYSA-N,"CDKL2, DAPK3, FLT3, LRRK2, MAP3K10, MAP3K11, MAP3K2, MAP3K9, SRPK2","KCNH2, NTRK2, LCK, LRRK2, SYK, IKBKB, ABL1, MAP3K11, CYP3A4, ROCK2, FLT1, MAP3K9, CYP2D6, INSR, IGF1R, ROCK1, MAP3K2, MAP3K10, AURKB, SRC, CYP2C9, CHUK, NTRK1, ZAP70, AURKA, MAPK8, SGK1, CDK2, DLK1, MAPK1, CDK1, AURKC, MAPK14, GSK3B, MET, FLT3"
BRD-K00003383,RIUPLDUFZCXCHM-UHFFFAOYSA-N,,
BRD-K45245728,BHTRKEVKTKCXOH-LBSADWJPSA-N,,"GPBAR1, ENPP2"
BRD-K15697815,RUDATBOHQWOJDD-UZVSRGJWSA-N,"AKR1C2, NR1H4","NR3C1, GPBAR1, ABCB11, NR1H4, VDR"
BRD-K68185022,WCGUUGGRBIKTOS-GPOJBZKASA-N,"HSD11B1, PLA2G1B, PTPN1, PYGM","CYP19A1, PTPN6, SLCO1B3, HSD11B1, USP7, ALOX5, PPARA, CETP, GPBAR1, HIF1A, SLCO1B1, GAA, PTPN1, PTGS1, AKR1B1, RORC, PTGS2, CTSD"
BRD-A99182808,ZQHDVMCIDXEICF-GOSISDBHSA-N,PTPN1,
BRD-K75052463,KKCOGNFFBYOKMA-UHFFFAOYSA-N,,
BRD-K00003306,IOOWNWLVCOUUEX-WPRPVWTQSA-N,,
BRD-K00003407,JGRXMPYUTJLTKT-UHFFFAOYSA-N,,
BRD-K00004630,VEYJKJORLPYVLO-RYUDHWBXSA-N,,
BRD-K46435977,HDOVUKNUBWVHOX-QMMMGPOBSA-N,,
BRD-K00003233,GEJDGVNQKABXKG-CFKGEZKQSA-N,,
BRD-K12994359,LNPDTQAFDNKSHK-UHFFFAOYSA-N,"CA12, PTGS2","CA6, CA7, ABCC4, CA9, CA4, ABCC2, ABCB11, PTGS1, CA2, CA12, PTGS2, CA1, CA14"
BRD-A56613951,UPPMZCXMQRVMME-SJLPKXTDSA-N,"CHRM1, CHRM4, CHRM5",
BRD-K01825663,WPVFJKSGQUFQAP-BDAKNGLRSA-N,,
BRD-K22938173,LLYYNOVSVPBRGV-MVNKZKPCSA-N,,
BRD-A96644976,QRCJOCOSPZMDJY-RNFRBKRXSA-N,,
BRD-K41260949,NIJJYAXOARWZEE-UHFFFAOYSA-N,"ABAT, ACADSB, ALDH5A1, HDAC1, HDAC2, HDAC9, OGDH, SCN10A, SCN11A, SCN1A, SCN1B, SCN2A, SCN2B, SCN3A, SCN3B, SCN4A, SCN4B, SCN5A, SCN7A, SCN8A, SCN9A","CES1, HDAC3, ugt3, F3, HDAC7, HDAC2, HDAC9, HDAC1, SIRT5, HDAC5, ABCB11, HDAC6, HDAC8, CYP2A6, HDAC4"
BRD-K54698528,OMOMUFTZPTXCHP-UHFFFAOYSA-N,,
BRD-K32804101,RALGCAOVRLYSMA-UHFFFAOYSA-N,,
BRD-K72951360,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,TOP2A,
BRD-K45158365,ACWBQPMHZXGDFX-QFIPXVFZSA-N,AGTR1,"ABCC4, AGTR1, ABCC2, ABCB11, AGTR2"
BRD-K19412342,YJDYDFNKCBANTM-QCWCSKBGSA-N,ABCB1,
BRD-K91065602,MYPYJXKWCTUITO-LYRMYLQWSA-N,,
BRD-K77625799,UHTHHESEBZOYNR-UHFFFAOYSA-N,"EGFR, EPHA1, EPHA10, EPHA2, EPHA3, EPHA4, EPHA5, EPHA6, EPHA7, EPHA8, EPHB1, EPHB2, EPHB3, EPHB4, EPHB6, ERBB2, ERBB3, ERBB4, FLT1, FLT4, KDR, PTK6, RET, SRC, TEK, VEGFA","PDGFRB, ABL1, MST1R, KDR, FLT1, EGFR, FGFR1, RET, IGF1R, TEK, KIT, SRC, EGFR, FLT4, CDK1, CSF1R"
BRD-K24258499,MWOOGOJBHIARFG-UHFFFAOYSA-N,"ABAT, ALDH5A1","ABAT, ALDH5A1, PRKDC"
BRD-K33510429,OJYLAHXKWMRDGS-UHFFFAOYSA-N,,
BRD-K00003445,KUQWGLQLLVFLSM-ONAXAZCASA-N,,
BRD-K26502378,WQYRHRAZNNRDIA-UHFFFAOYSA-N,,
BRD-K32501161,NAUWTFJOPJWYOT-UHFFFAOYSA-N,SLC6A3,
BRD-K00004577,DKSVBVKHUICELN-UHFFFAOYSA-N,,
BRD-K13926615,SECKRCOLJRRGGV-UHFFFAOYSA-N,"PDE5A, PDE6G, PDE6H","KCNH2, SCN5A, PDE2A, PDE5A, PDE10A, PDE11A, PDE9A, KCND3, CACNA1C"
BRD-K18855837,JQSHBVHOMNKWFT-DTORHVGOSA-N,"CHRNA3, CHRNA4, CHRNA6, CHRNA7",
BRD-K09711437,BHLXTPHDSZUFHR-UHFFFAOYSA-N,PLA2G2A,
BRD-K73028949,KBZOIRJILGZLEJ-PLCMWKKKSA-N,"AVPR1A, AVPR1B, AVPR2, OXTR",
BRD-K70163715,YCOYDOIWSSHVCK-UHFFFAOYSA-N,"EGFR, FLT1, FLT4, KDR, PDGFRB","PDGFRB, KDR, FLT1, EGFR, IGF1R, ABCB11, KIT, SRC, EGFR, FLT4, CDK1, MET"
BRD-K00003277,GTBKISRCRQUFNL-OXJNMPFZSA-N,,
BRD-K36338614,PPUXXDKQNAHHON-BJLQDIEVSA-N,"CTSB, CTSL, CTSS",
BRD-K75956464,LNYKGELUODVSNS-YSXIEMCBSA-N,,
BRD-K26756394,DUIHHZKTCSNTGM-UHFFFAOYSA-N,ATR,"ATM, CA9, PRKDC, CA2, CA12, ATR, CA1"
BRD-K04701033,JZCWLJDSIRUGIN-UHFFFAOYSA-N,"ATM, ATR, MTOR, PIK3CG","KCNH2, MERTK, SYK, ABL1, ATM, CYP3A4, CA9, PRKDC, MAP3K9, DYRK2, KIT, CYP2C9, CA2, CA12, ATR, FLT4, GSK3A, JAK2, GSK3B, CA1, FLT3"
BRD-K00003503,QLRRJMOBVVGXEJ-XHSDSOJGSA-N,,
BRD-K20168442,BGSZAXLLHYERSY-XQIGCQGXSA-N,CHRNA2,
BRD-K00004714,VZUGVMQFWFVFBX-ZDUSSCGKSA-N,PTGS2,
BRD-K00004580,NSUDGNLOXMLAEB-UHFFFAOYSA-N,,
BRD-K00003235,LZWZPGLVHLSWQX-XMMPIXPASA-N,,
BRD-K12852738,ZEYYDOLCHFETHQ-JOCHJYFZSA-N,ALOX5AP,
BRD-K87142802,JNAHVYVRKWKWKQ-CYBMUJFWSA-N,"PARP1, PARP2",
BRD-K06357403,WGEWUYACXPEFPO-AULYBMBSSA-N,NPY5R,
BRD-K00003133,FHCUMDQMBHQXKK-CDIODLITSA-N,,
